,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
285,321,284822940,604900.8,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Infiniti,Infiniti QX50,2300000.0,0.0,0.0,0.0,0.0,2018,0,34,M,62.0,1,0.0,0.0,0.0,1,1,284822940M62.0
288,324,284899788,200581.29,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Pajero Sport,1485000.0,96829.0,0.0,0.0,0.0,2017,1,31,M,54.0,1,0.0,0.0,0.0,0,0,284899788M54.0
290,326,284906109,177840.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Hyundai,Hyundai Creta,1170000.0,12000.0,0.0,0.0,0.0,2019,1,16,M,37.0,1,0.0,0.0,0.0,1,0,284906109M37.0
292,328,284911944,234461.07,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Nissan,Nissan Qashqai,1200000.0,58640.0,0.0,0.0,0.0,2017,0,3,F,53.0,1,0.0,0.0,0.0,1,1,284911944F53.0
296,332,284912427,289980.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Ceed,864928.0,990.0,0.0,0.0,0.0,2017,0,20,M,46.0,1,235798.92,0.0,0.0,1,1,284912427M46.0
300,336,284913357,156636.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Tucson,2250000.0,10000.0,0.0,0.0,0.0,2020,1,21,F,44.0,1,55496.07,1.0,527517.0,1,1,284913357F44.0
304,340,284914629,337824.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Hyundai,Hyundai Santa Fe,2290231.0,500.0,0.0,0.0,0.0,2019,0,16,M,39.0,1,185434.38,1.0,559530.0,0,0,284914629M39.0
306,343,284915175,65920.5,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Creta,1500000.0,50000.0,0.0,2.0,71991.0,2019,0,5,F,37.0,1,404010.09,0.0,0.0,1,1,284915175F37.0
307,344,284916165,719100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,2630000.0,21251.0,0.0,0.0,0.0,2020,1,4,M,42.0,1,584870.13,0.0,0.0,1,0,284916165M42.0
312,350,284917743,214200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Волгоградская область,Kia,Kia Rio,1200000.0,12500.0,0.0,1.0,359640.0,2019,0,18,M,30.0,1,166668.21,0.0,0.0,1,1,284917743M30.0
316,354,284918853,530082.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Nissan,Nissan Qashqai,1800000.0,22000.0,0.0,0.0,0.0,2019,0,16,M,38.0,1,318661.29,0.0,0.0,1,0,284918853M38.0
325,363,284921568,299700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Haval,Haval H9,3180000.0,4000.0,0.0,0.0,0.0,2021,1,23,M,44.0,1,115375.41,0.0,0.0,0,0,284921568M44.0
327,365,284921814,583791.21,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Hyundai,Hyundai Sonata,1100000.0,0.0,0.0,0.0,0.0,2019,1,11,F,62.0,1,0.0,0.0,0.0,1,1,284921814F62.0
333,371,284922963,758700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Haval,Haval H5,1620000.0,17430.0,0.0,0.0,0.0,2020,1,8,M,30.0,1,369760.23,0.0,0.0,0,0,284922963M30.0
335,373,284923446,538560.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Калужская область,Changan,Changan CS55,2440000.0,0.0,1.0,0.0,0.0,2021,1,28,M,48.0,1,296651.97,0.0,0.0,0,0,284923446M48.0
337,376,284924187,734400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ленинградская область,Hyundai,Hyundai Tucson,2625000.0,0.0,1.0,0.0,0.0,2021,1,9,M,30.0,1,441455.13,0.0,0.0,0,0,284924187M30.0
339,378,284924358,117900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Lada,Lada Vesta,792900.0,15000.0,0.0,0.0,0.0,2020,1,4,M,29.0,1,28239.93,0.0,0.0,1,1,284924358M29.0
343,384,284925156,1165536.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz GL-class,3025000.0,39150.0,0.0,4.0,1815210.0,2013,0,10,F,39.0,1,695366.55,0.0,0.0,0,0,284925156F39.0
344,386,284925645,354240.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 3er,1100000.0,15000.0,0.0,0.0,0.0,2015,0,19,M,43.0,1,181515.24,1.0,235872.0,0,0,284925645M43.0
346,388,284926365,330480.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Tucson,1500000.0,5000.0,0.0,1.0,69300.0,2018,1,26,M,62.0,1,313379.19,1.0,270000.0,1,1,284926365M62.0
349,392,284927832,515700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Nissan,Nissan Qashqai,2530000.0,0.0,1.0,0.0,0.0,2021,0,20,M,38.0,1,269687.52,0.0,0.0,1,0,284927832M38.0
350,393,284927907,345600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Solaris,1675000.0,0.0,1.0,0.0,0.0,2021,1,30,F,43.0,1,47959.47,0.0,0.0,1,0,284927907F43.0
353,396,284928657,334358.82,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Passat,1600000.0,10000.0,0.0,0.0,0.0,2016,0,9,F,41.0,1,0.0,0.0,0.0,1,0,284928657F41.0
363,408,284930955,208800.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Московская область,Datsun,Datsun mi-DO,600000.0,28000.0,0.0,3.0,2342214.0,2019,0,3,F,51.0,1,156512.34,0.0,0.0,0,0,284930955F51.0
364,409,284931288,254700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 3er,3500000.0,16000.0,0.0,0.0,0.0,2020,1,15,M,34.0,1,109600.74,0.0,0.0,1,1,284931288M34.0
366,411,284931873,157680.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Hyundai,Hyundai Solaris,821000.0,15000.0,0.0,0.0,0.0,2018,0,19,M,42.0,1,95397.48,1.0,135990.0,1,1,284931873M42.0
367,412,284931897,398520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1801800.0,5000.0,0.0,0.0,0.0,2019,0,9,M,28.0,1,298667.7,1.0,440154.0,1,0,284931897M28.0
369,414,284932374,981900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ростовская область,Mercedes-Benz,Mercedes-Benz C-class,2341824.0,3001.0,0.0,0.0,0.0,2020,0,12,M,30.0,1,382912.47,1.0,1064250.0,1,1,284932374M30.0
371,416,284933487,136800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Коми,Kia,Kia Rio,1000000.0,1000.0,0.0,0.0,0.0,2020,1,0,M,49.0,1,47632.59,0.0,0.0,1,0,284933487M49.0
372,418,284933859,254246.13,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Hyundai,Hyundai Tucson,1300500.0,10000.0,0.0,0.0,0.0,2018,1,11,F,59.0,1,0.0,0.0,0.0,1,1,284933859F59.0
375,421,284934765,460639.71,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Кемеровская область,Peugeot,Peugeot Expert,2000000.0,0.0,0.0,0.0,0.0,2020,0,17,M,38.0,1,0.0,0.0,0.0,0,0,284934765M38.0
376,422,284934921,579985.29,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Новосибирская область,Lexus,Lexus NX,2200000.0,65000.0,0.0,0.0,0.0,2015,0,15,F,43.0,1,0.0,0.0,704322.0,1,0,284934921F43.0
381,428,284936223,95400.0,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Республика Карелия,Kia,Kia Rio,700000.0,45000.0,0.0,0.0,0.0,2016,0,9,M,30.0,1,52547.4,0.0,0.0,1,1,284936223M30.0
390,439,284939124,522900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,BMW,BMW X1,3070000.0,3482.0,0.0,0.0,0.0,2021,0,11,M,32.0,1,419159.34,0.0,0.0,1,1,284939124M32.0
392,441,284939160,177134.49,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Пензенская область,Mercedes-Benz,Mercedes-Benz B-class,1500000.0,35000.0,0.0,0.0,0.0,2018,0,8,F,45.0,1,0.0,0.0,0.0,1,1,284939160F45.0
393,442,284941371,335520.0,Только ущерб,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Land Cruiser Prado,3500000.0,15000.0,0.0,0.0,0.0,2017,0,14,M,38.0,1,222340.95,1.0,367245.0,1,0,284941371M38.0
394,444,284941590,95472.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Саратовская область,Kia,Kia Rio,1141000.0,9000.0,0.0,0.0,0.0,2020,1,19,M,38.0,1,37875.51,1.0,474102.0,0,0,284941590M38.0
397,447,284943819,290880.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Коми,Mitsubishi,Mitsubishi Pajero Sport,1904400.0,1000.0,0.0,0.0,0.0,2019,1,19,M,38.0,1,223035.93,1.0,277254.0,0,0,284943819M38.0
399,451,284944599,651237.03,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Nissan,Nissan Qashqai,2200000.0,22000.0,0.0,0.0,0.0,2019,0,8,F,33.0,1,0.0,0.0,0.0,0,0,284944599F33.0
409,463,284946705,162648.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Mitsubishi,Mitsubishi Outlander,2500000.0,19500.0,0.0,0.0,0.0,2020,0,17,M,43.0,1,121053.78,1.0,239400.0,1,1,284946705M43.0
410,464,284946771,222300.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Московская область,Nissan,Nissan Juke,985000.0,76520.0,0.0,0.0,0.0,2014,1,22,F,41.0,1,124407.99,0.0,0.0,0,0,284946771F41.0
415,469,284948079,404415.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Nissan,Nissan X-Trail,3600000.0,10000.0,0.0,2.0,535320.0,2019,0,7,F,59.0,1,356403.33,0.0,0.0,1,1,284948079F59.0
416,470,284948703,707400.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Porsche,Porsche Cayenne S,5500000.0,20000.0,0.0,0.0,0.0,2017,0,25,M,44.0,1,478616.4,0.0,0.0,1,0,284948703M44.0
419,474,284949096,616500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Тюменская область,Mercedes-Benz,Mercedes-Benz E-class,2580000.0,30000.0,0.0,0.0,0.0,2019,0,18,M,36.0,1,421076.7,0.0,0.0,0,0,284949096M36.0
424,479,284949402,214200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Nissan,Nissan Terrano,1200000.0,14000.0,0.0,0.0,0.0,2020,1,7,F,39.0,1,70715.43,0.0,0.0,1,1,284949402F39.0
427,482,284950401,142761.78,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Карелия,Kia,Kia Ceed,1170000.0,15000.0,0.0,0.0,0.0,2019,1,14,M,33.0,1,0.0,0.0,0.0,0,0,284950401M33.0
428,483,284950407,760500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Elantra,1805000.0,0.0,1.0,0.0,0.0,2021,1,16,M,35.0,1,421543.98,0.0,0.0,0,0,284950407M35.0
430,485,284950779,117000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Skoda,Skoda Rapid,1000000.0,1000.0,0.0,0.0,0.0,2020,1,24,M,54.0,1,94312.71,0.0,360000.0,0,0,284950779M54.0
437,493,284981034,385139.34,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 4er,1935900.0,25000.0,0.0,0.0,0.0,2018,0,22,F,42.0,1,0.0,0.0,0.0,1,0,284981034F42.0
443,500,285189243,262185.75,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Hyundai,Hyundai Santa Fe,2200000.0,12000.0,0.0,0.0,0.0,2019,0,22,M,51.0,1,0.0,0.0,711694.62,1,1,285189243M51.0
445,503,285268083,230125.77,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Opel,Opel Mokka,650000.0,86345.0,0.0,0.0,0.0,2014,0,11,M,57.0,1,0.0,0.0,0.0,0,0,285268083M57.0
446,504,285296637,281957.31,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ленинградская область,Kia,Kia Rio,900000.0,10000.0,0.0,0.0,0.0,2019,0,15,F,39.0,1,0.0,0.0,0.0,0,0,285296637F39.0
448,506,285342642,243810.36,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Республика Карелия,Skoda,Skoda Yeti,1900000.0,63000.0,0.0,0.0,0.0,2018,1,28,M,47.0,1,0.0,0.0,0.0,0,0,285342642M47.0
449,507,285385368,322200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Ford,Ford Mondeo,2000000.0,52000.0,0.0,0.0,0.0,2016,1,10,F,30.0,1,62190.9,0.0,0.0,1,1,285385368F30.0
451,509,285385767,765450.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Duster,1500000.0,0.0,1.0,0.0,0.0,2021,1,0,M,57.0,1,431360.91,0.0,0.0,0,0,285385767M57.0
452,510,285386106,449055.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Volkswagen,Volkswagen Tiguan,2350000.0,9000.0,0.0,2.0,1533762.0,2019,1,14,M,33.0,1,340089.57,0.0,0.0,0,0,285386106M33.0
457,517,285388365,71100.0,Только Угон,Отсутствует/неизвестно,1,Свердловская область,Hyundai,Hyundai Sonata,2490000.0,0.0,1.0,0.0,0.0,2021,1,22,M,43.0,1,48803.22,0.0,0.0,0,0,285388365M43.0
460,520,285389352,263340.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Solaris,1000000.0,30000.0,0.0,0.0,0.0,2020,1,24,M,43.0,1,126911.7,1.0,419165.28,1,0,285389352M43.0
466,528,285390846,255742.47,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mazda,Mazda 6,1151000.0,1.0,0.0,0.0,0.0,2018,0,14,M,36.0,1,0.0,0.0,0.0,1,0,285390846M36.0
468,531,285391665,160200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Kia,Kia Seltos,1552948.0,8000.0,0.0,0.0,0.0,2020,1,10,F,57.0,1,23407.02,0.0,0.0,1,1,285391665F57.0
470,533,285392286,30600.0,Только Угон,Отсутствует/неизвестно,1,Калужская область,ВАЗ,ВАЗ Kalina,275000.0,98000.0,0.0,0.0,0.0,2012,0,0,F,37.0,1,2845.53,0.0,0.0,0,0,285392286F37.0
474,538,285394422,130410.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Polo,873000.0,4100.0,0.0,0.0,0.0,2020,1,9,F,43.0,1,98173.26,1.0,333000.0,1,1,285394422F43.0
476,540,285395568,118529.55,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Карелия,Kia,Kia Rio X-Line,900000.0,30000.0,0.0,0.0,0.0,2018,1,12,F,32.0,1,0.0,0.0,0.0,0,0,285395568F32.0
481,545,285396699,172800.0,Только Угон,Отсутствует/неизвестно,1,Омская область,Toyota,Toyota Camry,1900000.0,64000.0,0.0,0.0,0.0,2018,0,12,M,39.0,1,20334.69,0.0,0.0,1,0,285396699M39.0
482,547,285396918,241848.63,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,BMW,BMW 5er,1507000.0,20000.0,0.0,0.0,0.0,2016,1,12,F,40.0,1,0.0,0.0,422694.0,0,0,285396918F40.0
485,550,285397278,313200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Octavia,1080000.0,91000.0,0.0,0.0,0.0,2018,1,13,M,37.0,1,71379.63,0.0,0.0,0,0,285397278M37.0
486,551,285397284,141840.99,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1000000.0,6000.0,0.0,0.0,0.0,2020,1,9,M,30.0,1,0.0,0.0,0.0,0,0,285397284M30.0
489,554,285399237,304200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Карелия,Mercedes-Benz,Mercedes-Benz GLC-class,3440000.0,26000.0,0.0,1.0,249057.0,2017,1,26,M,50.0,1,113208.66,0.0,0.0,0,0,285399237M50.0
490,555,285399324,64080.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Пензенская область,Kia,Kia Sportage,1500000.0,2000.0,0.0,0.0,0.0,2018,0,17,M,37.0,1,30982.14,1.0,89550.0,1,1,285399324M37.0
